class_id,iou,class_name
3,0.6992495780573874,mouth
0,0.9497823575323754,baby
4,0.5759745774418037,nose
5,0.7876586468270105,opened eyes
5,0.6876269842015373,opened eyes
0,0.8519708158776129,baby
3,0.8698930132643038,mouth
5,0.8500893963855085,opened eyes
4,0.6742423883227583,nose
5,0.7748594162196313,opened eyes
0,0.9081868055981662,baby
4,0.8531152369829804,nose
1,0.6636686333877038,close eye
1,0.7641340050740787,close eye
3,0.772696648056675,mouth
3,0.676620600006628,mouth
1,0.547760582482707,close eye
4,0.7800416972206132,nose
1,0.4074501869112538,close eye
0,0.8208467138673295,baby
3,0.853619899915138,mouth
1,0.8313034074531043,close eye
1,0.7777670635200836,close eye
4,0.6869374147631635,nose
0,0.8677542127548947,baby
4,0.6000738925933454,nose
3,0.8421748515594517,mouth
1,0.7823337488687678,close eye
1,0.8077250300852641,close eye
1,0.7685329946022199,close eye
0,0.9745527306770898,baby
3,0.5507471587034272,mouth
4,0.8270209263828625,nose
1,0.8763482763007387,close eye
1,0.6767448290163088,close eye
1,0.38354876824083484,close eye
0,0.7768793676726987,baby
3,0.7380200936748939,mouth
1,0.6915203972775218,close eye
4,0.7375236420260675,nose
0,0.8320793188602714,baby
3,0.7334603894277357,mouth
4,0.8736687559314466,nose
1,0.8637767669830971,close eye
1,0.7024895235658405,close eye
0,0.921991651128186,baby
3,0.7612675522291168,mouth
4,0.763005749393259,nose
5,0.7147873330865924,opened eyes
5,0.8309689637807228,opened eyes
0,0.9524653465308651,baby
3,0.9249841821818922,mouth
4,0.765622299100723,nose
1,0.49944003163899636,close eye
1,0.5960124464009448,close eye
0,0.9729705896387628,baby
3,0.8458284623129888,mouth
4,0.6487045749553252,nose
5,0.789373984287537,opened eyes
5,0.7448300725091793,opened eyes
0,0.8784948931240322,baby
4,0.7969246042116026,nose
1,0.7155142486179356,close eye
1,0.764845801872988,close eye
0,0.9258744485623829,baby
3,0.7872308789484584,mouth
1,0.5172286178136447,close eye
4,0.7959285235772471,nose
4,0.6690551948326912,nose
0,0.8376175452038532,baby
3,0.7356994253222339,mouth
4,0.806150299688844,nose
1,0.8565653800200597,close eye
0,0.9230110135241122,baby
3,0.8255192863588563,mouth
4,0.8256495613444386,nose
1,0.7684605624280099,close eye
1,0.8450111668086628,close eye
0,0.8795476151766792,baby
3,0.786422072010897,mouth
4,0.7525918562755958,nose
5,0.7122485136125108,opened eyes
5,0.831842528972098,opened eyes
0,0.8943590844057511,baby
3,0.8481374194337784,mouth
4,0.8592274048869883,nose
1,0.7274672543237916,close eye
1,0.7732978234216743,close eye
0,0.7332461451781683,baby
3,0.5667452248186922,mouth
4,0.667790995396202,nose
1,0.5593876667338861,close eye
0,0.8659131236146493,baby
1,0.6096228812974608,close eye
4,0.696643649576743,nose
3,0.6912099113324994,mouth
1,0.5465305400963384,close eye
0,0.887262272470089,baby
3,0.7995543548148005,mouth
4,0.8032973933426888,nose
1,0.7250809555067164,close eye
1,0.80051912930859,close eye
0,0.8889128442986093,baby
3,0.6241010587792633,mouth
4,0.6951605730970146,nose
1,0.7709644848816483,close eye
1,0.5167146430459584,close eye
0,0.968553183734587,baby
3,0.6798200296624802,mouth
4,0.8039148716684515,nose
5,0.5877469257740154,opened eyes
0,0.894451132622532,baby
3,0.7073160052482645,mouth
4,0.7149674884643091,nose
1,0.6342050594967311,close eye
1,0.45768472329019455,close eye
1,0.5367677024234356,close eye
0,0.9458501498624323,baby
3,0.9191231149352013,mouth
4,0.8536871430123408,nose
5,0.718812324632406,opened eyes
5,0.6620198966913217,opened eyes
0,0.9236811520053798,baby
1,0.5932751589911467,close eye
0,0.9931710426742405,baby
3,0.9111717335071561,mouth
4,0.8985065715977163,nose
5,0.9135297491920071,opened eyes
5,0.7723427928912465,opened eyes
0,0.95368036464547,baby
1,0.9236047805354406,close eye
1,0.7345096409232624,close eye
4,0.7742839652762548,nose
3,0.9366065003890187,mouth
0,0.9474175190064591,baby
4,0.7549372218293862,nose
1,0.7255428740396911,close eye
3,0.7941459309374173,mouth
1,0.8246665833616135,close eye
0,0.9818539791879126,baby
1,0.7616709853362099,close eye
4,0.8372200943490566,nose
3,0.6516351927653175,mouth
0,0.9559770248680284,baby
3,0.8881822189516602,mouth
4,0.9688185188251505,nose
5,0.6927650457030405,opened eyes
5,0.6210358467803907,opened eyes
0,0.9593608380121066,baby
4,0.8235746933839327,nose
3,0.883473544765462,mouth
1,0.738919119649249,close eye
1,0.6965049459203158,close eye
0,0.9883159701486428,baby
3,0.7592097722979089,mouth
4,0.8405886355072769,nose
5,0.6712365745337048,opened eyes
5,0.7582568759651686,opened eyes
0,0.924877570511683,baby
4,0.9041532838901672,nose
3,0.845944822374239,mouth
1,0.6121053882816746,close eye
1,0.6348895380520313,close eye
0,0.827020650681078,baby
3,0.9231052189245693,mouth
4,0.7937068311102415,nose
1,0.8320288980944063,close eye
1,0.7064159766525806,close eye
0,0.8348127406212725,baby
3,0.8091928075615757,mouth
4,0.8321477028871884,nose
5,0.8175201325879008,opened eyes
5,0.5803536579271519,opened eyes
0,0.9828565720894721,baby
4,0.7796552159174798,nose
3,0.9044729419013089,mouth
1,0.5958101913228363,close eye
1,0.743998976560921,close eye
2,0.8658866018660344,crib
3,0.8634864225633768,mouth
0,0.9620853083060369,baby
4,0.8353634617923017,nose
1,0.573390755408139,close eye
0,0.8715980819926009,baby
3,0.7580351801399818,mouth
1,0.8673268391302241,close eye
4,0.5196431759552242,nose
1,0.7265456760189273,close eye
3,0.8737301089951375,mouth
0,0.9194558293948993,baby
1,0.7343970784725398,close eye
4,0.8366615023701184,nose
1,0.6969073597028628,close eye
0,0.9585699890181193,baby
3,0.767136055581341,mouth
4,0.8300051221418071,nose
1,0.6380458961409665,close eye
1,0.745010133438403,close eye
0,0.9617118400539332,baby
3,0.88250030425909,mouth
4,0.872811754999379,nose
1,0.8595324220058442,close eye
1,0.8375955059201726,close eye
0,0.957063403576365,baby
1,0.9169463807031294,close eye
0,0.9776073298088991,baby
3,0.4864447472161505,mouth
1,0.7619888407400731,close eye
4,0.720932635425368,nose
0,0.9345540169859877,baby
1,0.8109855927432418,close eye
4,0.7667275421747219,nose
0,0.8938042905953748,baby
1,0.7224529448529106,close eye
3,0.7797683671903468,mouth
4,0.9503423562457484,nose
1,0.792091532958581,close eye
0,0.9490837981895606,baby
4,0.8221068983337659,nose
1,0.6739527287852436,close eye
1,0.8703643237665496,close eye
0,0.8623470981805981,baby
3,0.7438347542064766,mouth
5,0.8611526699699671,opened eyes
4,0.907837766738743,nose
5,0.8936302643742935,opened eyes
0,0.9728972244101103,baby
3,0.8466520542026176,mouth
4,0.8936627533922988,nose
5,0.7110649133709508,opened eyes
5,0.7900024647156023,opened eyes
0,0.9484774397062695,baby
3,0.886598912041714,mouth
4,0.8966135044402657,nose
1,0.6917232985442171,close eye
1,0.7561358259263475,close eye
0,0.7012091943046964,baby
3,0.8671474008705572,mouth
4,0.8874492409392849,nose
1,0.7705757329875315,close eye
1,0.8339993072575681,close eye
0,0.9111200925578701,baby
3,0.8976315713136208,mouth
1,0.7621966610314591,close eye
4,0.7250449852794164,nose
1,0.7084386913764982,close eye
2,0.9729114435268384,crib
0,0.8197513882400455,baby
0,0.9012608264158274,baby
2,0.9245090019746751,crib
0,0.9588719177122291,baby
1,0.9269659988610253,close eye
4,0.9074151436488171,nose
3,0.8431265913229514,mouth
1,0.8251534117410957,close eye
2,0.974477606241707,crib
2,0.9648979645722332,crib
0,0.9142135552590327,baby
2,0.7884477834249021,crib
2,0.9624244897539888,crib
0,0.8291738112383502,baby
2,0.8950926033780816,crib
0,0.8309675313990645,baby
2,0.8156561942930906,crib
2,0.8216863130865626,crib
2,0.9626932027923021,crib
2,0.9619661175637292,crib
2,0.7486141448801814,crib
0,0.706623655373805,baby
2,0.738559381536483,crib
0,0.89424110668546,baby
1,0.7701770692658169,close eye
0,0.9720534907546934,baby
2,0.9876489843959453,crib
3,0.8174919685270103,mouth
1,0.8245919893649485,close eye
4,0.5325121191066969,nose
0,0.9035547027579849,baby
3,0.8842533534176669,mouth
4,0.6294549305229754,nose
5,0.7931864217123207,opened eyes
5,0.9187598580621595,opened eyes
0,0.9165241944257382,baby
1,0.728873746083124,close eye
4,0.663633899304247,nose
0,0.9649916413871205,baby
3,0.5134635309320719,mouth
1,0.6525551886398092,close eye
4,0.8268850955241038,nose
3,0.5711268573756823,mouth
0,0.925716621888944,baby
4,0.6789618711796706,nose
3,0.5528957651685721,mouth
1,0.817342092243135,close eye
0,0.9077411654660691,baby
4,0.9213621191253577,nose
3,0.8592907247466071,mouth
5,0.9281374044076333,opened eyes
5,0.6929660053006119,opened eyes
0,0.9440863665372156,baby
3,0.947645843035241,mouth
4,0.8616395070241244,nose
5,0.7898096205636029,opened eyes
5,0.9193239662701077,opened eyes
0,0.9562328956757277,baby
4,0.762747569025976,nose
3,0.8656550619390292,mouth
5,0.9159158711121014,opened eyes
5,0.8366939460839561,opened eyes
0,0.9708932665044464,baby
3,0.8107216101063586,mouth
4,0.7184498813052338,nose
5,0.8822839393764202,opened eyes
5,0.7408254621100197,opened eyes
0,0.9331868430196717,baby
0,0.9229377710731352,baby
0,0.902199161520121,baby
0,0.9307970115026719,baby
0,0.8976522233006604,baby
3,0.7755856042972219,mouth
3,0.7292047392224541,mouth
3,0.6779963820094859,mouth
4,0.7877066358933468,nose
5,0.8426008237871438,opened eyes
5,0.8910536956014765,opened eyes
4,0.6899872853827028,nose
4,0.7483162596967831,nose
5,0.8000902456830082,opened eyes
4,0.6872981628902719,nose
3,0.5007917418096046,mouth
5,0.8680976298667537,opened eyes
5,0.6858808602171473,opened eyes
5,0.6744276792249886,opened eyes
5,0.7212755783267124,opened eyes
5,0.6934507466489737,opened eyes
5,0.7746512275648431,opened eyes
3,0.3093406527607188,mouth
4,0.721788822324187,nose
5,0.8154186553566343,opened eyes
3,0.846647566987162,mouth
5,0.668418678396943,opened eyes
0,0.8636052872869595,baby
0,0.5802238433894662,baby
0,0.9283174139267737,baby
0,0.9649155397966819,baby
0,0.9108289531680481,baby
3,0.7257976627363725,mouth
0,0.9677027077212161,baby
3,0.9002713412243643,mouth
4,0.8325505864694303,nose
4,0.7872303988250586,nose
3,0.7895571105438778,mouth
5,0.8484155167542964,opened eyes
3,0.7334337576461574,mouth
5,0.808857241183737,opened eyes
5,0.7973068049815348,opened eyes
4,0.8162054192283038,nose
4,0.7198750391234526,nose
5,0.6877542113297482,opened eyes
5,0.706666155122005,opened eyes
5,0.6008155619812001,opened eyes
5,0.7311211097290502,opened eyes
5,0.6755953249000595,opened eyes
3,0.8631319656531391,mouth
0,0.8194439805385606,baby
4,0.8604590992660586,nose
1,0.7674454466568984,close eye
0,0.9208234723185929,baby
4,0.8315813111200203,nose
3,0.6795394024419829,mouth
5,0.5131938841142973,opened eyes
0,0.8155676656063569,baby
4,0.7912672885557825,nose
3,0.6563808938506879,mouth
1,0.8905903679177689,close eye
1,0.7000266497338941,close eye
0,0.5699344407435989,baby
4,0.9145016504169959,nose
5,0.775696874850872,opened eyes
3,0.7969014627746612,mouth
5,0.7155694887214431,opened eyes
0,0.9633113790567572,baby
3,0.8017760991316848,mouth
4,0.9062716979230115,nose
5,0.838598544803244,opened eyes
3,0.6818540575947484,mouth
0,0.9678101132636798,baby
4,0.7808502699811642,nose
3,0.7095479989156073,mouth
1,0.6061041935366669,close eye
1,0.7062626506511717,close eye
0,0.9748825155630939,baby
3,0.6524310629448885,mouth
4,0.8336732594340909,nose
1,0.7604202636948632,close eye
1,0.7123335591917602,close eye
0,0.9522651338795236,baby
4,0.8395405182215999,nose
3,0.7155332706854145,mouth
1,0.7403370768463032,close eye
1,0.714655449227304,close eye
0,0.9432668829224403,baby
3,0.8167585556117333,mouth
1,0.7214805615912775,close eye
1,0.8506927156723235,close eye
4,0.8472702401683737,nose
0,0.8865196588286822,baby
0,0.8597249958915177,baby
3,0.781910168827183,mouth
4,0.6954184615997827,nose
1,0.8538660441102233,close eye
0,0.929537009328642,baby
3,0.8003118392473105,mouth
1,0.8690780648344194,close eye
4,0.8497431444002349,nose
1,0.7416337398046976,close eye
0,0.8853685716827032,baby
3,0.7555773858068032,mouth
1,0.788758882975383,close eye
4,0.9221731798525364,nose
1,0.6398335599830576,close eye
0,0.9467904791202312,baby
5,0.6474067630376547,opened eyes
5,0.7000351233481187,opened eyes
4,0.5815443304478326,nose
4,0.4113582215016348,nose
0,0.9159613925757493,baby
3,0.8821991824184127,mouth
4,0.7724368535230122,nose
1,0.7087056439547588,close eye
1,0.8829201274693811,close eye
0,0.9233651121903583,baby
1,0.4132343087143239,close eye
4,0.5034653041276077,nose
4,0.13241410027900036,nose
0,0.9805503454880868,baby
3,0.8449268941228885,mouth
4,0.8832876211033407,nose
5,0.8070602648281691,opened eyes
5,0.7666263742668261,opened eyes
0,0.9413333823352219,baby
1,0.6840418692440927,close eye
4,0.8576653676436914,nose
3,0.8753361501620468,mouth
0,0.9210612782278634,baby
4,0.8796125150007935,nose
3,0.7575946789928538,mouth
1,0.7814867450896686,close eye
0,0.9569646421685023,baby
1,0.8521807418688675,close eye
1,0.7929273779686444,close eye
4,0.8462442468480782,nose
3,0.7968004271094288,mouth
0,0.8698589167045067,baby
1,0.6409316622186785,close eye
1,0.6543419757581431,close eye
4,0.7452770567087783,nose
0,0.8998779267292712,baby
4,0.719257333461033,nose
3,0.6160586958928346,mouth
1,0.6510482612650456,close eye
0,0.9052370040961701,baby
3,0.7823463123220243,mouth
1,0.7470419661119606,close eye
4,0.6237705989794468,nose
1,0.6977211450015456,close eye
3,0.9593851098799598,mouth
0,0.9614798209819893,baby
1,0.49912147708350474,close eye
1,0.8566199701967253,close eye
4,0.857479606352057,nose
0,0.9669550047742959,baby
1,0.739956951910859,close eye
4,0.7042504644052737,nose
3,0.7325806074074703,mouth
2,0.9656388893762488,crib
1,0.894092987717819,close eye
0,0.9296273204447792,baby
1,0.7453647252115432,close eye
3,0.7064424442639413,mouth
4,0.6301388200028203,nose
0,0.9794495889166999,baby
3,0.8613504244129189,mouth
1,0.8677593219025557,close eye
4,0.7346923910057793,nose
1,0.7686393753839871,close eye
0,0.8027673983842003,baby
3,0.8083724914408346,mouth
1,0.678503411289282,close eye
4,0.5943650691436849,nose
0,0.884954590144674,baby
1,0.7884653931068837,close eye
3,0.5835446149642808,mouth
4,0.750437680832577,nose
1,0.0619831447368868,close eye
0,0.9062869828143405,baby
3,0.8137123784199519,mouth
1,0.7125429655589282,close eye
4,0.7521250273359991,nose
1,0.8794321309998134,close eye
0,0.9332543485558199,baby
4,0.7386242862722336,nose
3,0.8700114499563444,mouth
1,0.8922535110018147,close eye
0,0.9614721386115961,baby
4,0.8013292924840371,nose
3,0.7537598139934656,mouth
1,0.8015245233110379,close eye
1,0.5757704592259743,close eye
0,0.872712411016965,baby
1,0.6810137425493245,close eye
3,0.8006430902440655,mouth
4,0.8112380351762205,nose
0,0.9728435854572929,baby
3,0.7289211140516103,mouth
4,0.905906691437745,nose
1,0.8165131610889759,close eye
1,0.6728555101128845,close eye
0,0.9408888582628576,baby
4,0.8221446382572668,nose
1,0.7367953157118851,close eye
3,0.7289930065489669,mouth
1,0.7819583762454093,close eye
0,0.9465311970649506,baby
4,0.7400920548684106,nose
1,0.7889169144667407,close eye
3,0.6386275962736663,mouth
0,0.9617946090560083,baby
3,0.8644834622719177,mouth
1,0.7332131587313956,close eye
1,0.8909610854964191,close eye
4,0.7046211593374759,nose
0,0.9597302176612074,baby
4,0.8785926352302506,nose
3,0.8466995613017283,mouth
1,0.9046325591753428,close eye
1,0.8727929877602923,close eye
0,0.94411510286197,baby
4,0.9357659508453925,nose
3,0.7627224092300054,mouth
1,0.730055734955858,close eye
1,0.6828161764130642,close eye
0,0.8928306958497194,baby
3,0.9383947903758306,mouth
4,0.8174100157699198,nose
1,0.593548636072359,close eye
1,0.6994154730242512,close eye
1,0.799543061329989,close eye
4,0.7612243958702621,nose
0,0.6835748254150412,baby
1,0.4866512818426956,close eye
0,0.9296820448528912,baby
3,0.8651234613297132,mouth
1,0.8376856894183169,close eye
4,0.8409931982083633,nose
1,0.8697596158435107,close eye
0,0.9701413638795386,baby
4,0.9015357026648092,nose
3,0.8081900180438611,mouth
0,0.07420647019717415,baby
1,0.7440814812618134,close eye
1,0.642377672659837,close eye
0,0.8440616128557501,baby
4,0.7320969654101259,nose
3,0.7071299836907758,mouth
1,0.802751685434941,close eye
1,0.7601272690574968,close eye
0,0.9625941963941209,baby
1,0.8283848268344434,close eye
3,0.8280970702619431,mouth
4,0.8858566328622892,nose
1,0.8036770150921615,close eye
0,0.9519112388188482,baby
4,0.8200539172979503,nose
3,0.902278314025571,mouth
1,0.7491616595796802,close eye
1,0.7817311239002442,close eye
0,0.9688233888429053,baby
3,0.7922798983047147,mouth
1,0.8047448340772365,close eye
4,0.9144703030389543,nose
1,0.8936898717369114,close eye
0,0.913886640083865,baby
1,0.8094325530119922,close eye
3,0.824450694583294,mouth
4,0.838978460650189,nose
1,0.8401280771416418,close eye
0,0.9201627923404262,baby
4,0.8777759677304002,nose
3,0.6112768872385154,mouth
1,0.7121411158564988,close eye
1,0.7052879997384928,close eye
0,0.9386189954319755,baby
3,0.8704544342810039,mouth
4,0.7979932448809121,nose
1,0.7648346902231005,close eye
1,0.8699828323339449,close eye
0,0.9528694939770058,baby
3,0.7702218548201025,mouth
1,0.6597250331245934,close eye
1,0.6442665784249434,close eye
4,0.7809862407759898,nose
1,0.787543410619315,close eye
1,0.4393817539476273,close eye
0,0.8534223392493903,baby
3,0.7658570900744733,mouth
4,0.6600286946502553,nose
5,0.8070612792808194,opened eyes
5,0.6834107110961144,opened eyes
0,0.935512004512708,baby
1,0.762322467234873,close eye
4,0.7157072379333801,nose
3,0.7828868999075597,mouth
0,0.945733895508818,baby
3,0.9183333936667912,mouth
4,0.9119172118748707,nose
1,0.7944839665804212,close eye
1,0.842065734886219,close eye
0,0.9682355224927659,baby
1,0.8541928066193563,close eye
4,0.9177849284207998,nose
3,0.7869710452791899,mouth
1,0.5225360079962038,close eye
0,0.9164242842938848,baby
3,0.9467628989432708,mouth
5,0.7690655660815222,opened eyes
4,0.6135162607097937,nose
5,0.8314899697496013,opened eyes
4,0.5415691316752095,nose
0,0.9091986460069746,baby
3,0.7872479746664867,mouth
5,0.8295748697175446,opened eyes
5,0.8409388317353912,opened eyes
4,0.6132569161678967,nose
0,0.9517968995734177,baby
3,0.897971051777881,mouth
1,0.6587826512612366,close eye
4,0.8924247181939147,nose
1,0.8278459392662615,close eye
0,0.9217046642470648,baby
3,0.7627954408856734,mouth
4,0.6158836135032276,nose
1,0.7761968169330627,close eye
1,0.5252168483123762,close eye
0,0.9114146692078495,baby
3,0.7942645588997882,mouth
4,0.8817100326247226,nose
1,0.6251273436951187,close eye
1,0.89107191640127,close eye
0,0.7173578884027035,baby
3,0.7892279622460467,mouth
4,0.6323306800068186,nose
5,0.6582383420442955,opened eyes
5,0.6375843836579018,opened eyes
0,0.914844018892225,baby
3,0.7784265029890837,mouth
1,0.789628773561854,close eye
4,0.6889601096245607,nose
1,0.7241313081806952,close eye
0,0.9479225400120203,baby
4,0.8291348647128529,nose
3,0.8601235804683213,mouth
5,0.8691611756017028,opened eyes
5,0.8357320579725072,opened eyes
0,0.9375465078496569,baby
3,0.8209603139532231,mouth
4,0.7224005571504281,nose
5,0.6133926954212651,opened eyes
5,0.6016393905126033,opened eyes
0,0.9526532781963294,baby
3,0.79266832480678,mouth
4,0.6976660078303465,nose
5,0.7362165784238006,opened eyes
5,0.7354415820505451,opened eyes
0,0.9058699557276709,baby
3,0.8325021621091401,mouth
4,0.756251119965783,nose
5,0.5356694333477631,opened eyes
5,0.6658490060184193,opened eyes
0,0.9534307404862201,baby
4,0.9056520790446974,nose
3,0.7819713480180138,mouth
5,0.8993417774077819,opened eyes
5,0.8809216038503888,opened eyes
0,0.9910008728417483,baby
3,0.7931598353510751,mouth
4,0.8511666454053606,nose
5,0.6215434398285815,opened eyes
5,0.783618559967556,opened eyes
0,0.9560639076290943,baby
4,0.8519585624742237,nose
3,0.7910273562183915,mouth
5,0.6008815792669203,opened eyes
5,0.7200916377969877,opened eyes
3,0.8085025817167135,mouth
0,0.7197689587512348,baby
4,0.8499194813464382,nose
5,0.759772080364406,opened eyes
5,0.9183686933312132,opened eyes
0,0.981844993126321,baby
3,0.8548949879964922,mouth
4,0.9030493785196755,nose
5,0.6627616733922622,opened eyes
5,0.6350462501276308,opened eyes
0,0.9592938178609016,baby
4,0.8484039590391814,nose
3,0.9520624193972317,mouth
5,0.7361995462211686,opened eyes
5,0.7837288393403217,opened eyes
0,0.8966619833793429,baby
4,0.8534099019555184,nose
3,0.8102649228166868,mouth
5,0.7262046696701298,opened eyes
5,0.7833604077027918,opened eyes
0,0.9581574296218032,baby
4,0.8715984193868876,nose
3,0.7916762996044855,mouth
5,0.77312011321114,opened eyes
5,0.6895189419250257,opened eyes
0,0.9339281331367565,baby
4,0.7627201027625038,nose
3,0.7814089229947516,mouth
5,0.8120963704897989,opened eyes
5,0.5971126667579121,opened eyes
0,0.7521369665997034,baby
4,0.820922824066583,nose
3,0.9280339952278266,mouth
5,0.7478822763567622,opened eyes
5,0.7939206941886033,opened eyes
4,0.8794887740039303,nose
0,0.8214814295298324,baby
5,0.8485754311338841,opened eyes
5,0.7832651464988538,opened eyes
0,0.8914403544845174,baby
3,0.7550272756532844,mouth
4,0.7307671900608983,nose
5,0.8321031877168349,opened eyes
5,0.7587300745587643,opened eyes
0,0.9374800369834341,baby
3,0.8286834364007425,mouth
4,0.9516528103742703,nose
5,0.8865003183028277,opened eyes
5,0.8465944580318526,opened eyes
0,0.9699631106428659,baby
3,0.8769138651524057,mouth
4,0.7987817253778229,nose
5,0.7979419931997882,opened eyes
5,0.7990866506844515,opened eyes
0,0.9625542014045942,baby
3,0.9290400455441563,mouth
4,0.7326795995873177,nose
5,0.5558288183122433,opened eyes
5,0.6769643869882362,opened eyes
0,0.980529120930127,baby
3,0.8087704971311586,mouth
4,0.8929310196640471,nose
5,0.8603276832005883,opened eyes
5,0.7952757605390902,opened eyes
0,0.9086701751036629,baby
3,0.8860129102546974,mouth
4,0.814319621397072,nose
5,0.8504866986459233,opened eyes
5,0.8088779966465196,opened eyes
0,0.9259964464020617,baby
4,0.7473023565657464,nose
3,0.8477890786744566,mouth
5,0.6453409001703982,opened eyes
5,0.8821245475098964,opened eyes
3,0.7354434985323134,mouth
0,0.9067657556913364,baby
3,0.9143825783357165,mouth
5,0.7484427301476362,opened eyes
4,0.7185766375267796,nose
5,0.8637847131492414,opened eyes
0,0.9127824362685385,baby
4,0.8297975734123018,nose
3,0.9208711826441498,mouth
5,0.9223305329909555,opened eyes
5,0.8398599255950515,opened eyes
3,0.893664296090109,mouth
0,0.9472904315673482,baby
4,0.8386078336702212,nose
5,0.7982280910670072,opened eyes
5,0.5056527365056351,opened eyes
0,0.9789294374667727,baby
3,0.8832298345353353,mouth
4,0.8441329425988908,nose
5,0.8041605800085854,opened eyes
5,0.8046231034983579,opened eyes
0,0.9612181712596757,baby
4,0.7958752505533268,nose
5,0.8025232121902387,opened eyes
3,0.7534803079420885,mouth
5,0.8488294477084037,opened eyes
3,0.8911857679269681,mouth
0,0.877239902341548,baby
4,0.6770979482797748,nose
5,0.8598494277615956,opened eyes
5,0.8939647009263232,opened eyes
0,0.8936001515254831,baby
3,0.7984985062720268,mouth
4,0.7931145729208761,nose
5,0.8708921476238866,opened eyes
5,0.7439133407919429,opened eyes
0,0.8171476545512089,baby
3,0.771881380632293,mouth
4,0.7405594211253427,nose
5,0.8677836329561956,opened eyes
5,0.39923543809161177,opened eyes
5,0.5989935159497335,opened eyes
0,0.9828777905874295,baby
4,0.8527638397222037,nose
3,0.7757261895851244,mouth
5,0.8867122772027324,opened eyes
5,0.6583503548538514,opened eyes
0,0.9724948264816164,baby
3,0.7534135524228788,mouth
4,0.7145492812892201,nose
5,0.716584005419493,opened eyes
5,0.737555965069965,opened eyes
0,0.9402319734836088,baby
3,0.8227315684970606,mouth
3,0.5713497805632739,mouth
4,0.8584500776863657,nose
5,0.6909313828146121,opened eyes
5,0.9344066217333431,opened eyes
0,0.887661107915347,baby
1,0.7434547459469564,close eye
4,0.9558852932519691,nose
3,0.9394200653153195,mouth
1,0.7611936024841905,close eye
0,0.9285529429762589,baby
3,0.9549989079421892,mouth
1,0.8895745504024559,close eye
4,0.7179979994612946,nose
1,0.7174782751989776,close eye
0,0.9105665410431376,baby
3,0.6757370422892754,mouth
4,0.6122578965542507,nose
1,0.7527098964883148,close eye
1,0.6611368526024373,close eye
